"PROBEID","SYMBOL","GENENAME","UNIPROT"
"9250-87","DEFA1","defensin alpha 1","P11479"
"9251-28","MAN2B2","mannosidase alpha class 2B member 2","B7Z754"
"9253-52","ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase","A0A068B0Y9"
"9254-18","FCER1A","Fc epsilon receptor Ia","P12319"
"9255-5","IL17C","interleukin 17C","Q3MIG8"
"9256-78","NPTX1","neuronal pentraxin 1","B3KXH3"
"9257-14","TACO1","translational activator of cytochrome c oxidase I","A0A804HJB7"
"9258-14",NA,NA,NA
"9259-35","TNFRSF21","TNF receptor superfamily member 21","B2RDI9"
"9261-14","EPHB6","EPH receptor B6","A0A0G2JNC5"
"9263-57","SIAE","sialic acid acetylesterase","Q9HAT2"
"9264-11","CTSO","cathepsin O","A0A7P0Z4C4"
"9265-10","GLIPR1","GLI pathogenesis related 1","A7YET6"
"9266-1","TREM1","triggering receptor expressed on myeloid cells 1","A8K7Z7"
"9267-2","CPA4","carboxypeptidase A4","Q9UI42"
"9269-7","BTD","biotinidase","A6NHF2"
"9271-101","STIM1","stromal interaction molecule 1","A0A8V8TMG5"
"9275-2","SIGLEC5","sialic acid binding Ig like lectin 5","O15389"
"9276-7","CPA2","carboxypeptidase A2","A0A0S2Z3K5"
"9277-16","REG3A","regenerating family member 3 alpha","D6W5K0"
"9278-9","CXCL12","C-X-C motif chemokine ligand 12","B2R4G0"
"9279-7","IGSF11","immunoglobulin superfamily member 11","C9JZN0"
"9281-50",NA,NA,NA
"9282-12","CRISP2","cysteine rich secretory protein 2","A0A024RD74"
"9283-8","CD44","CD44 molecule (IN blood group)","A5YRN9"
"9284-25","SFRP4","secreted frizzled related protein 4","B4DYC1"
"9287-6","SPR","sepiapterin reductase","A8K741"
"9288-7","FKBP7","FKBP prolyl isomerase 7","Q9Y680"
"9290-8","RMDN3","regulator of microtubule dynamics 3","A9UMZ9"
"9294-45","MFAP2","microfibril associated protein 2","P55001"
"9296-15","PTPRD","protein tyrosine phosphatase receptor type D","F5GWR7"
"9297-12","B3GNT8","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8","Q7Z7M8"
"9300-13","NECTIN1","nectin cell adhesion molecule 1","O75465"
"9302-90","GADD45GIP1","GADD45G interacting protein 1","Q8IVM3"
"9303-9","ICOSLG","inducible T cell costimulator ligand","A0A8V8TQ42"
"9305-89","IFNGR2","interferon gamma receptor 2","A0A0G2JLD7"
"9306-7","DEFB118","defensin beta 118","A0A384MTK2"
"9310-2","CD8B","CD8 subunit beta","Q9UQ56"
"9312-8","AZGP1","alpha-2-glycoprotein 1, zinc-binding","A0A140VK00"
"9313-27","CBLN1","cerebellin 1 precursor","B2RAN9"
"9314-9","PSG5","pregnancy specific beta-1-glycoprotein 5","E7EQY3"
"9315-16","MUL1","mitochondrial E3 ubiquitin protein ligase 1","B5M497"
"9316-67","WFDC1","WAP four-disulfide core domain 1","D3DUL7"
"9317-4","LRRC25","leucine rich repeat containing 25","Q6IQ00"
"9319-59","TMED4","transmembrane p24 trafficking protein 4","Q7Z7H5"
"9321-400","NMB","neuromedin B","P08949"
"9322-15","RCN1","reticulocalbin 1","B7Z1M1"
"9326-33","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","A2RTY6"
"9327-3","LYPD1","LY6/PLAUR domain containing 1","Q53RU6"
"9328-55","MICB","MHC class I polypeptide-related sequence B","B4DUT9"
"9329-28","TREML1","triggering receptor expressed on myeloid cells like 1","Q86YW5"
"9332-6","DEFB136","defensin beta 136","Q30KP8"
"9333-59","ERP27","endoplasmic reticulum protein 27","F5GYS6"
"9335-28","PSG9","pregnancy specific beta-1-glycoprotein 9","B4DTI5"
"9337-43","TAC1","tachykinin precursor 1","O60600"
"9338-2",NA,NA,NA
"9339-204","FKBP2","FKBP prolyl isomerase 2","A0A384NLA0"
"9340-17","FKBP14","FKBP prolyl isomerase 14","A0A090N7V8"
"9341-1","PDGFD","platelet derived growth factor D","A8K9T6"
"9343-16","IL2RB","interleukin 2 receptor subunit beta","A0A8V8TMD8"
"9345-436","WFDC13","WAP four-disulfide core domain 13","Q5TEU7"
"9347-13",NA,NA,NA
"9348-1","C1RL","complement C1r subcomponent like","Q9H804"
"9350-3","FSTL4","follistatin like 4","Q6MZW2"
"9352-86","REG3G","regenerating family member 3 gamma","A8K980"
"9353-8",NA,NA,NA
"9355-26",NA,NA,NA
"9357-4","CREG1","cellular repressor of E1A stimulated genes 1","B2RDD4"
"9358-3",NA,NA,NA
"9359-9","DLK2","delta like non-canonical Notch ligand 2","H0Y5P1"
"9360-33","EDIL3","EGF like repeats and discoidin domains 3","O43854"
"9361-7","PCDHAC2","protocadherin alpha subfamily C, 2","Q2M3V1"
"9362-11",NA,NA,NA
"9363-11","CT55","cancer/testis antigen 55","Q8WUE5"
"9365-91","EYS","eyes shut homolog","Q5T1H1"
"9366-54","IL21R","interleukin 21 receptor","A8K9E8"
"9368-64","LRTM1","leucine rich repeats and transmembrane domains 1","Q9HBL6"
"9369-174","LRRC4C","leucine rich repeat containing 4C","A8K0T1"
"9370-69","GGH","gamma-glutamyl hydrolase","A0A7I2V5X9"
"9372-157","MPZL2","myelin protein zero like 2","A8K2R1"
"9373-405",NA,NA,NA
"9374-24","NNAT","neuronatin","A0A3B3ITN5"
"9377-25","KITLG","KIT ligand","A0AV09"
"9378-6","FIBCD1","fibrinogen C domain containing 1","A3KFK0"
"9379-248","SMIM10","small integral membrane protein 10","Q96HG1"
"9380-2","PLA2G12B","phospholipase A2 group XIIB","Q9BX93"
"9383-24","CHI3L2","chitinase 3 like 2","Q53FH2"
"9384-17","CAMP","cathelicidin antimicrobial peptide","A0A384NPR0"
"9385-4","GAA","alpha glucosidase","A0AAQ5BHE2"
"9386-42","TTC9B","tetratricopeptide repeat domain 9B","A8K0I5"
"9387-13",NA,NA,NA
"9388-18","MCEE","methylmalonyl-CoA epimerase","Q53TP1"
"9389-12",NA,NA,NA
"9391-60","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","Q4VC04"
"9392-43","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","Q9UM21"
"9394-19","CPQ","carboxypeptidase Q","B2RD88"
"9398-30","GALP","galanin like peptide","Q9UBC7"
"9400-40","LGALS7","galectin 7","P47929"
"9401-57","TRABD2A","TraB domain containing 2A","Q86V40"
"9402-18","DCBLD1","discoidin, CUB and LCCL domain containing 1","Q5H992"
"9409-11","TPSAB1","tryptase alpha/beta 1","A0A384MTT9"
"9412-52","ACVR2B","activin A receptor type 2B","Q13705"
"9416-77","CPM","carboxypeptidase M","B2R800"
"9426-73","ID2","inhibitor of DNA binding 2","D6W4Y7"
"9436-2","ID1","inhibitor of DNA binding 1","A8K537"
"9439-454",NA,NA,NA
"9443-137","CTSK","cathepsin K","P43235"
"9444-70","DGCR6","DiGeorge syndrome critical region gene 6","B2RCH5"
"9445-44","C19orf18","chromosome 19 open reading frame 18","Q8NEA5"
"9449-150","C4BPA","complement component 4 binding protein alpha","B4E1E1"
"9450-18","CDK2AP1","cyclin dependent kinase 2 associated protein 1","O14519"
"9451-20","UMOD","uromodulin","B3KP48"
"9453-12","VEGFB","vascular endothelial growth factor B","Q8TEV2"
"9456-34","IL22RA2","interleukin 22 receptor subunit alpha 2","Q08AH7"
"9457-3","CAV2","caveolin 2","P51636"
"9459-7","FAS","Fas cell surface death receptor","A0A1B0QZF0"
"9461-2","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","U5U3F7"
"9463-26",NA,NA,NA
"9467-24",NA,NA,NA
"9468-8","LMAN2","lectin, mannose binding 2","A0A384NPY7"
"9470-15","METTL24","methyltransferase like 24","Q5JXM2"
"9474-22","ASGR2","asialoglycoprotein receptor 2","A6NLV8"
"9475-22","GPX5","glutathione peroxidase 5","A1A4Y0"
"9478-69","PRPSAP1","phosphoribosyl pyrophosphate synthetase associated protein 1","B4DP31"
"9482-110","NUDT9","nudix hydrolase 9","Q96KB3"
"9484-75","DSG2","desmoglein 2","A0AAQ5BGX8"
"9486-13","DEFB125","defensin beta 125","A1A502"
"9487-60","GHRH","growth hormone releasing hormone","P01286"
"9490-3","FAM241A","family with sequence similarity 241 member A","Q49A91"
"9491-13",NA,NA,NA
"9492-5",NA,NA,NA
"9493-56",NA,NA,NA
"9495-10","CXCL17","C-X-C motif chemokine ligand 17","A8KAC0"
"9497-3",NA,NA,NA
"9500-5",NA,NA,NA
"9503-1","NMS","neuromedin S","A0A250SI41"
"9504-19","RAB27A","RAB27A, member RAS oncogene family","A2RU94"
"9506-10","APOL1","apolipoprotein L1","A5PLQ4"
"9507-55","FGFBP1","fibroblast growth factor binding protein 1","A8K5J2"
"9508-104",NA,NA,NA
"9509-4","TMEM38B","transmembrane protein 38B","Q5JR63"
"9511-61","NXPH2","neurexophilin 2","B7WP24"
"9512-24",NA,NA,NA
"9513-9","FGF22","fibroblast growth factor 22","K7ELB9"
"9514-46","EFCAB14","EF-hand calcium binding domain 14","A0A804H3B5"
"9518-95","PLA1A","phospholipase A1 member A","Q53H76"
"9522-3","AIFM1","apoptosis inducing factor mitochondria associated 1","A0A140VK04"
"9523-34","ITM2C","integral membrane protein 2C","Q9NQX7"
"9524-46","SPATA31D4","SPATA31 subfamily D member 4","A0A0J9YX51"
"9525-1","PTK7","protein tyrosine kinase 7 (inactive)","Q13308"
"9526-3","CLPSL1","colipase like 1","A2RUU4"
"9530-6",NA,NA,NA
"9531-24","LST1","leukocyte specific transcript 1","O00453"
"9532-5","WBP1L","WW domain binding protein 1 like","Q9NX94"
"9535-14",NA,NA,NA
"9536-16","EDDM3A","epididymal protein 3A","Q14507"
"9539-25",NA,NA,NA
"9541-15","B3GALT1","beta-1,3-galactosyltransferase 1","D3DPB8"
"9543-131","COG8","component of oligomeric golgi complex 8","B4DYU2"
"9544-24","PKD1L1-AS1","PKD1L1 antisense RNA 1",NA
"9545-156","GZMK","granzyme K","B2R563"
"9547-29","EMID1","EMI domain containing 1","B0QYK4"
"9550-153","TTC17","tetratricopeptide repeat domain 17","Q9NV73"
"9557-5","MANSC1","MANSC domain containing 1","B4DQ82"
"9561-21","VCAN","versican","P13611"
"9565-6","PAWR","pro-apoptotic WT1 regulator","O75796"
"9566-103",NA,NA,NA
"9568-289","FCAMR","Fc alpha and mu receptor","Q8WWV6"
"9569-14","SCARA3","scavenger receptor class A member 3","Q6AZY7"
"9573-108","TXNDC11","thioredoxin domain containing 11","O95887"
"9574-11","BIN1","bridging integrator 1","Q9BTH3"
"9576-58","MNX1","motor neuron and pancreas homeobox 1","P50219"
"9577-26","SYT2","synaptotagmin 2","Q496K5"
"9578-263","MANSC4","MANSC domain containing 4","A6NHS7"
"9579-59","PRRG4","proline rich and Gla domain 4","A0A0S2Z5N9"
"9580-5","LAMC2","laminin subunit gamma 2","B4DLD1"
"9581-4","PRPF6","pre-mRNA processing factor 6","B2RAR5"
"9582-93","SUSD1","sushi domain containing 1","H3BLV4"
"9583-17","RNF24","ring finger protein 24","D3DVZ2"
"9584-105",NA,NA,NA
"9585-80","CLMP","CXADR like membrane protein","Q9H6B4"
"9590-10","COX7A2L","cytochrome c oxidase subunit 7A2 like","D6W5A1"
"9594-30","SLC30A5","solute carrier family 30 member 5","Q8TAD4"
"9595-11","B4GALT2","beta-1,4-galactosyltransferase 2","A0A7I2V436"
"9598-23","CSMD1","CUB and Sushi multiple domains 1","A0A0U1RQY1"
"9599-6","PIANP","PILR alpha associated neural protein","B3KRH6"
"9600-55","THSD7A","thrombospondin type 1 domain containing 7A","Q9UPZ6"
"9603-9","IL22RA1","interleukin 22 receptor subunit alpha 1","A8K839"
"9604-14","CDH11","cadherin 11","P55287"
"9606-4","NUP210L","nucleoporin 210 like","Q5VU65"
"9607-39","PRR27","proline rich 27","A8MXP0"
"9609-25","ZNF275","zinc finger protein 275","A6NFS0"
"9613-16",NA,NA,NA
"9627-15","VIT","vitrin","A1A526"
"9638-2","TIGIT","T cell immunoreceptor with Ig and ITIM domains","Q495A1"
"9713-67","PDGFRL","platelet derived growth factor receptor like","A8K085"
"9715-15","IGSF3","immunoglobulin superfamily member 3","A6NJZ6"
"9719-145","MMP16","matrix metallopeptidase 16","B2RAN7"
"9723-105","MMRN2","multimerin 2","B4E3H8"
"9725-46",NA,NA,NA
"9728-4","CCNB1IP1","cyclin B1 interacting protein 1","A0A384MR52"
"9730-22","GHDC","GH3 domain containing","K7ESN3"
"9735-44","CD96","CD96 molecule","Q8WUE2"
"9738-7","FAF2","Fas associated factor family member 2","O94963"
"9739-4","MSH2","mutS homolog 2","B4E2Z2"
"9742-59","DDX39B","DExD-box helicase 39B","A0A024RCM3"
"9744-139","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4","E9PDM9"
"9745-20","EIF4E2","eukaryotic translation initiation factor 4E family member 2","Q59FE1"
"9747-48","MARK3","microtubule affinity regulating kinase 3","A0A0A0MQR8"
"9748-31","GSTM3","glutathione S-transferase mu 3","O60550"
"9749-190","LCP1","lymphocyte cytosolic protein 1","B2R613"
"9750-7","S100A4","S100 calcium binding protein A4","A8K7R8"
"9751-72","YBX1","Y-box binding protein 1","P16990"
"9753-17","EZR","ezrin","B2R6J2"
"9754-33","NQO2","N-ribosyldihydronicotinamide:quinone dehydrogenase 2","B2R492"
"9755-19","DBNL","drebrin like","A4D2I9"
"9756-6","TAGLN","transgelin","O15542"
"9757-29","ENAH","ENAH actin regulator","A8K2B4"
"9758-17","RPS4X","ribosomal protein S4 X-linked","B2R491"
"9759-13","IDO1","indoleamine 2,3-dioxygenase 1","A0A348GSI3"
"9760-13","MAPK9","mitogen-activated protein kinase 9","P45984"
"9761-89","LDHA","lactate dehydrogenase A","B4DJI1"
"9762-14","VASP","vasodilator stimulated phosphoprotein","A0A024R0V4"
"9764-79","HNRNPF","heterogeneous nuclear ribonucleoprotein F","B3KM84"
"9765-4","NDE1","nudE neurodevelopment protein 1","A0A6Q8PGV6"
"9767-22","RIPPLY1","ripply transcriptional repressor 1","Q0D2K3"
"9768-5","IL10RA","interleukin 10 receptor subunit alpha","A8K6I0"
"9769-48","DNER","delta/notch like EGF repeat containing","A6NP39"
"9772-153","NLGN2","neuroligin 2","Q8NFZ4"
"9773-15","RNF149","ring finger protein 149","F8WCD0"
"9774-59","RNF150","ring finger protein 150","Q3T1D0"
"9778-45","TMEM52B","transmembrane protein 52B","Q4KMG9"
"9779-63","HERPUD2","HERPUD family member 2","A4D1Y8"
"9783-75","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","B4DPK2"
"9786-310","IER3","immediate early response 3","A0A1U9X7X2"
"9787-23","COLEC12","collectin subfamily member 12","Q5KU26"
"9789-52","SYNE2","spectrin repeat containing nuclear envelope protein 2","B4DND7"
"9790-28","BRSK2","BR serine/threonine kinase 2","B3KVE9"
"9793-145","IGDCC4","immunoglobulin superfamily DCC subclass member 4","Q8TDY8"
"9794-17","COQ8B","coenzyme Q8B","M0R0L2"
"9795-9","CLN5","CLN5 intracellular trafficking protein","A0A087WZY0"
"9796-4","CEL","carboxyl ester lipase","P19835"
"9799-3",NA,NA,NA
"9800-20","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","E9PQ68"
"9802-27","PNPLA2","patatin like domain 2, triacylglycerol lipase","A0A0K0L4Y0"
"9804-11",NA,NA,NA
"9805-51","SEMA4B","semaphorin 4B","Q7Z3N1"
"9808-41","TNRC6B","trinucleotide repeat containing adaptor 6B","B0QY73"
"9815-5","ARHGAP1","Rho GTPase activating protein 1","B4DPZ4"
"9816-37","ISOC1","isochorismatase domain containing 1","Q7Z770"
"9819-110","MCL1","MCL1 apoptosis regulator, BCL2 family member","A0A087WT64"
"9823-2","DHFR","dihydrofolate reductase","B0YJ76"
"9826-135","FHIT","fragile histidine triad diadenosine triphosphatase","A2IAS9"
"9828-86","LDHC","lactate dehydrogenase C","A0A140VKA7"
"9829-91","SULT2A1","sulfotransferase family 2A member 1","A8K015"
"9830-109","VAV3","vav guanine nucleotide exchange factor 3","B4DU29"
"9831-12","G3BP2","G3BP stress granule assembly factor 2","A8K6V7"
"9832-33","HGD","homogentisate 1,2-dioxygenase","A8K417"
"9834-62","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","A8MYN5"
"9835-16","ALDH1A3","aldehyde dehydrogenase 1 family member A3","B2R5T2"
"9836-20","DCK","deoxycytidine kinase","B2R8V6"
"9837-60","NQO1","NAD(P)H quinone dehydrogenase 1","B2R5Y9"
"9838-4","SMAD1","SMAD family member 1","A8KAJ0"
"9839-148","TIRAP","TIR domain containing adaptor protein","B3KW65"
"9840-2","CDC42","cell division cycle 42","A0A590UJK8"
"9841-197","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase","E9PBS1"
"9842-2","CTNNB1","catenin beta 1","A0A2R8YCH5"
"9843-5","ACTN1","actinin alpha 1","A0A024R694"
"9844-138","ACTN2","actinin alpha 2","A0A804HI95"
"9845-33","PARK7","Parkinsonism associated deglycase","B2R4Z1"
"9846-32","ARHGDIB","Rho GDP dissociation inhibitor beta","B2R4F3"
"9847-21","TGIF2","TGFB induced factor homeobox 2","B2R9U3"
"9848-22","CCNH","cyclin H","D6RHI7"
"9849-13","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","G3V3M6"
"9850-38","EIF1AX","eukaryotic translation initiation factor 1A X-linked","B2R5U5"
"9851-9","FABP4","fatty acid binding protein 4","E7DVW4"
"9853-3","IFIT2","interferon induced protein with tetratricopeptide repeats 2","A0A7P0T8B3"
"9854-36","AKR1B1","aldo-keto reductase family 1 member B","B2R8N3"
"9855-10","RHOA","ras homolog family member A","A0A024R2W1"
"9856-22","DHPS","deoxyhypusine synthase","P49366"
"9857-38","IRF4","interferon regulatory factor 4","F2Z3D5"
"9859-180","SAT1","spermidine/spermine N1-acetyltransferase 1","A0A384NQ10"
"9863-1","TPM4","tropomyosin 4","P67936"
"9864-38","TTC1","tetratricopeptide repeat domain 1","B2RCT2"
"9865-40","UBE2B","ubiquitin conjugating enzyme E2 B","B2R503"
"9867-23","FBP2","fructose-bisphosphatase 2","O00757"
"9869-28","NFKB1","nuclear factor kappa B subunit 1","A8K5Y5"
"9870-17","WARS1","tryptophanyl-tRNA synthetase 1","A0A024R6K8"
"9872-23","CTNNA2","catenin alpha 2","P26232"
"9873-17","ESRRA","estrogen related receptor alpha","P11474"
"9874-28","CDKN2B","cyclin dependent kinase inhibitor 2B","K7PPU3"
"9875-107","THOC1","THO complex subunit 1","B2RBP6"
"9876-20","ALDOC","aldolase, fructose-bisphosphate C","A0A024QZ64"
"9877-28","CRKL","CRK like proto-oncogene, adaptor protein","A8KA44"
"9878-3","SULT1E1","sulfotransferase family 1E member 1","P49888"
"9880-33","TDO2","tryptophan 2,3-dioxygenase","A8K053"
"9883-29","GLO1","glyoxalase I","B2R6P7"
"9884-8","PPIL1","peptidylprolyl isomerase like 1","O15001"
"9885-41","RAP2A","RAP2A, member of RAS oncogene family","B2RCJ1"
"9886-28","XRCC4","X-ray repair cross complementing 4","A8K3X4"
"9887-40","RBBP6","RB binding protein 6, ubiquitin ligase","A0A2R8Y880"
"9889-42","AFAP1L1","actin filament associated protein 1 like 1","Q8TED9"
"9890-8","TPM3","tropomyosin 3","A0A0S2Z4I4"
"9893-27","OAZ1","ornithine decarboxylase antizyme 1","J3QQY4"
"9894-13","MYO6","myosin VI","A6H8V4"
"9895-77","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","A0A1W1GSK9"
"9896-21","FOXG1","forkhead box G1","A6NFY2"
"9897-9","MCM6","minichromosome maintenance complex component 6","B2R6H2"
"9898-161","ARID1A","AT-rich interaction domain 1A","A0A0S2Q0B1"
"9899-28","KIF1C","kinesin family member 1C","D3DTL6"
"9900-36","NEFH","neurofilament heavy chain","B4DYY4"
"9901-28","EGLN1","egl-9 family hypoxia inducible factor 1","R4SCP5"
"9905-8",NA,NA,NA
"9906-21","SPOCK3","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3","B4DFW5"
"9907-216","TNKS","tankyrase","E7EQ52"
"9909-4",NA,NA,NA
"9910-9","MTAP","methylthioadenosine phosphorylase","B4DUC8"
"9913-4","RRBP1","ribosome binding protein 1","Q9P2E9"
"9916-146","LRRC4B","leucine rich repeat containing 4B","A0PJJ4"
"9917-16",NA,NA,NA
"9918-23","CALB1","calbindin 1","B2R696"
"9923-6","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","Q53SF8"
"9925-56","SCARF2","scavenger receptor class F member 2","E5RFB8"
"9926-4","S100P","S100 calcium binding protein P","P25815"
"9927-96","TNS4","tensin 4","A0A2Z4HJF2"
"9928-125","CNMD","chondromodulin","O75829"
"9929-16","HSD17B7","hydroxysteroid 17-beta dehydrogenase 7","Q9H9C0"
"9930-48","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","H9NIL8"
"9931-20","KRT1","keratin 1","B2RA01"
"9932-49","SEMA4F","ssemaphorin 4F","O95754"
"9933-49","ATP1B4","ATPase Na+/K+ transporting family member beta 4","B7ZKV8"
"9934-29","PITPNA","phosphatidylinositol transfer protein alpha","Q00169"
"9936-27","LNX1","ligand of numb-protein X 1","Q4W5K7"
"9937-7","GJA1","gap junction protein alpha 1","A0A654IBU3"
"9940-35","DUSP28","dual specificity phosphatase 28","Q4G0W2"
"9941-70","PCDHB1","protocadherin beta 1","Q2M257"
"9942-2","NXT1","nuclear transport factor 2 like export factor 1","Q9UKK6"
"9945-8","ARMC5","armadillo repeat containing 5","B4DH27"
"9947-22","TOPBP1","DNA topoisomerase II binding protein 1","A0A2R8YD63"
"9950-229","LAG3","lymphocyte activating 3","A8K7T9"
"9951-36","FBXL4","F-box and leucine rich repeat protein 4","B2R7Q5"
"9952-57","TFAM","transcription factor A, mitochondrial","E5KSX8"
"9954-2","NPIPB3","nuclear pore complex interacting protein family member B3",NA
"9955-40","RNF148","ring finger protein 148","A4D0X4"
"9956-7","ADAM15","ADAM metallopeptidase domain 15","B7Z390"
"9957-9","RNF114","ring finger protein 114","A0A096LNV3"
"9959-60","TMEM59L","transmembrane protein 59 like","Q9UK28"
"9960-2","TBC1D5","TBC1 domain family member 5","A6NP25"
"9962-1","CDHR5","cadherin related family member 5","A0A0G2JMW3"
"9963-19","PCDHB10","protocadherin beta 10","B3KPI2"
"9964-10","MYZAP","myocardial zonula adherens protein","D2E9U7"
"9969-8","SLC22A16","solute carrier family 22 member 16","A0A0K0K1K9"
"9970-7","UBXN4","UBX domain protein 4","A8K9W4"
"9971-5","CSMD2","CUB and Sushi multiple domains 2","A0A087X0K4"
"9974-8","DLL3","delta like canonical Notch ligand 3","E9PFG2"
"9979-13","AMIGO1","adhesion molecule with Ig like domain 1","B4DIM3"
"9981-18","FAM234B","family with sequence similarity 234 member B","A2RU67"
"9983-97","PRSS35","serine protease 35","A8K7B3"
"9984-12","YIPF6","Yip1 domain family member 6","B1AV70"
